Sector,CountryCode,CultureCode,CityName,Country,Population,PopulationRating,PopulationType,CityType1,CityType2,CityType3,CityType4,HVT,CrimeIndex,SafetyIndex,CityType
JN7,73,3,Lusaka,Zambia,2774133.00,6,Large City,Political,,,,['Unknown Important Individual'],34.14,65.41,['Unknown']
JN7,73,3,Kitwe,Zambia,785908.00,5,City,Industrial,Educational,,,['Unknown Important Individual'],33.14,64.19,['Unknown']
JN7,73,3,Mansa,Zambia,129185.00,3,Town,Political,,,,['Unknown Important Individual'],16.37,81.62,['Unknown']
JN8,73,3,Kafue,Zambia,219000.00,4,Small City,Mining,,,,['Unknown Important Individual'],31.46,65.81,['Unknown']
JN8,73,3,Kalomo,Zambia,11004.00,2,Small Town,Political,,,,['Unknown Important Individual'],18.02,76.38,['Unknown']
JN8,73,3,Mazabuka,Zambia,146596.00,3,Town,Industrial,,,,['Unknown Important Individual'],35.37,67.54,['Unknown']
JN8,73,3,Choma,Zambia,68842.00,2,Small Town,Political,,,,['Unknown Important Individual'],31.37,59.12,['Unknown']
JH6,73,3,Mongu,Zambia,189585.00,4,Small City,Industrial,,,,['Unknown Important Individual'],,,['Unknown']
JN7,73,3,Ndola,Zambia,542495.00,5,City,Industrial,,,,['Unknown Important Individual'],39.69,60.21,['Unknown']
JN8,74,3,Harare,Zimbabwe,3120917.00,6,Large City,Political,Mining,,,['Unknown Important Individual'],59.90,40.10,['Unknown']
JN8,74,3,Bulawayo,Zimbabwe,1200337.00,5,City,Educational,,,,['Unknown Important Individual'],56.13,46.85,['Unknown']
JN8,74,3,Gweru,Zimbabwe,171867.00,5,Small City,Company,,,,['Unknown Important Individual'],,,['Unknown']
,33,6,Ili,China,4582500,,Large City,Resort,,,,['Unknown Important Individual'],17.49,82.51,['Unknown']
,33,6,Aksu City,China,695000,,Village,Industrial,,,,['Unknown Important Individual'],14.08,85.18,['Unknown']
,33,6,Kashgar,China,711300,,City,Company,Industrial,,,['Unknown Important Individual'],25.71,74.27,['Unknown']
,33,6,Karamay,China,462347,,City,Industrial,Mining,,,['Unknown Important Individual'],17.49,82.5,['Unknown']
,33,6,Tacheng,China,160000,,Small City,Industrial,,,,['Unknown Important Individual'],11.69,88.3,['Unknown']
,33,6,Urumqi,China,3550000,,Large City,Industrial,Educational,Resort,Company,['Unknown Important Individual'],16.27,83.72,['Unknown']
,33,6,Bayingolin,China,1285700,,City,Mining,Industrial,,,['Unknown Important Individual'],23.82,76.18,['Unknown']
MH6,33,6,Altay,China,114995,,City,Resort,,,,['Unknown Important Individual'],10.63,89.63,['Unknown']
MH7,33,6,Turpan,China,633400,,City,Industrial,,,,['Unknown Important Individual'],28.21,71.77,['Unknown']
MI0,33,6,Nagqu,China,462381,,City,Industrial,Mining,,,['Unknown Important Individual'],10.63,89.72,['Unknown']
MN8,33,6,Kumul,China,412305,,City,Industrial,Mining,,,['Unknown Important Individual'],12.49,87.5,['Unknown']
MO0,33,6,Haixi,China,515200,,City,,,,,['Unknown Important Individual'],10.63,89.63,['Unknown']
MO1,33,6,Yushu,China,416600,,City,Resort,,,,['Unknown Important Individual'],10.94,89.63,['Unknown']
MO1,33,6,Chamdo,China,798067,,City,Resort,,,,['Unknown Important Individual'],10.46,89.63,['Unknown']
MO1,33,6,Nyingchi,China,200000,,Small City,Resort,,,,['Unknown Important Individual'],10.63,89.63,['Unknown']
MU0,33,6,Wuwei,China,408000,,City,Industrial,,,,['Unknown Important Individual'],21.51,78.48,['Unknown']
MU0,33,6,Zhangye,China,1199515,,City,Educational,,,,['Unknown Important Individual'],20.27,72.27,['Unknown']
MU0,33,6,Jinchang,China,464050,,City,Industrial,Resort,,,['Unknown Important Individual'],10.84,89.15,['Unknown']
MU0,33,6,Jiuquan,China,455611,,City,,,,,['Unknown Important Individual'],12.36,87.63,['Unknown']
MU1,33,6,Xining,China,2467965,,Large City,Industrial,Educational,Mining,,['Unknown Important Individual'],30.26,69.26,['Unknown']
MU1,33,6,Hainan,China,478000,,City,Resort,,,,['Unknown Important Individual'],25.93,74.48,['Unknown']
MU1,33,6,Linxia,China,291900,,City,Temple,,,,['Unknown Important Individual'],21.27,78.72,['Unknown']
MU1,33,6,Golog,China,215573,,Small Town,,,,,['Unknown Important Individual'],17.71,82.26,['Unknown']
MU2,33,6,Ya'an,China,1507264,,Large City,Resort,,,,['Unknown Important Individual'],15.38,84.26,['Unknown']
MU2,33,6,Garze,China,1091872,,City,Temple,,,,['Unknown Important Individual'],17.73,82.26,['Unknown']
MU2,33,6,Aba,China,920,,City,,,,,['Unknown Important Individual'],11.63,88.65,['Unknown']
MU3,33,6,Kunming,China,4089100,,Large City,Military,Educational,Industrial,Company,['Unknown Important Individual'],25.71,74.26,['Unknown']
MU3,33,6,Liangshan,China,847894,,City,Resort,,,,['Unknown Important Individual'],21.71,78.26,['Unknown']
MU3,33,6,Baoshan,China,2506491,,Large City,Temple,Resort,,,['Unknown Important Individual'],17.71,82.26,['Unknown']
MU3,33,6,Panzhihua,China,787177,,City,Mining,Resort,Educational,Industrial,['Unknown Important Individual'],18.49,81.48,['Unknown']
MU3,33,6,Dali,China,652045,,City,Resort,,,,['Unknown Important Individual'],17.51,82.48,['Unknown']
MU4,33,6,Yuxi,China,2568000,,Large City,Industrial,Mining,Educational,,['Unknown Important Individual'],28.27,71.72,['Unknown']
MU4,33,6,Lincang,China,2429505,,Large City,Mining,,,,['Unknown Important Individual'],19.27,80.26,['Unknown']
MU4,33,6,Xishuangbanna,China,1133515,,City,Mining,Resort,,,['Unknown Important Individual'],20.27,79.37,['Unknown']
MU4,33,6,Pu'er,China,2542898,,Large City,Industrial,,,,['Unknown Important Individual'],19.49,80.48,['Unknown']
MU4,33,6,Dehong,China,1294000,,City,,,,,['Unknown Important Individual'],10.27,89.72,['Unknown']
NA1,33,6,Yinchuan,China,1662968,,City,,,,,['Unknown Important Individual'],21.53,78.45,['Unknown']
NA1,33,6,Bayannur,China,385700,,City,Company,Educational,Resort,,['Unknown Important Individual'],14.45,85.63,['Unknown']
NA1,33,6,Shizuishan,China,720000,,City,Industrial,Mining,Educational,,['Unknown Important Individual'],15.08,84.09,['Unknown']
NA1,33,6,Wuhai,China,631000,,City,Industrial,Mining,,,['Unknown Important Individual'],12.84,87.15,['Unknown']
NA1,33,6,Alxa,China,231334,,Small City,Industrial,Company,,,['Unknown Important Individual'],10.27,89.26,['Unknown']
NA2,33,6,Baoji,China,1437802,,City,Industrial,Military,Educational,,['Unknown Important Individual'],21.61,78.37,['Unknown']
NA2,33,6,Tianshui,China,1212791,,City,Educational,Industrial,Resort,,['Unknown Important Individual'],22.51,77.48,['Unknown']
NA2,33,6,Qingyang,China,909800,,City,Industrial,,,,['Unknown Important Individual'],16.35,83.63,['Unknown']
NA2,33,6,Dingxi,China,422383,,City,Industrial,,,,['Unknown Important Individual'],13.63,86.63,['Unknown']
NA2,33,6,Lanzhou,China,3072100,,Large City,Industrial,Mining,Resort,Educational,['Unknown Important Individual'],18.75,81.25,['Unknown']
NA3,33,6,Chengdu,China,20937756,,Mega City ,Resort,Company,Educational,Industrial,['Unknown Important Individual'],23.26,76.27,['Unknown']
NA3,33,6,Chongqing,China,22251500,,Mega City ,Political,Military,Company,Educational,['Unknown Important Individual'],29.82,70.72,['Unknown']
NA3,33,6,Mianyang,China,1722133,,City,Industrial,Company,Educational,,['Unknown Important Individual'],22.26,77.26,['Unknown']
NA3,33,6,Guangyuan,China,2305657,,Large City,Industrial,Mining,,,['Unknown Important Individual'],22.27,77.72,['Unknown']
NA3,33,6,Hanzhong,China,1017700,,City,Industrial,Military,Educational,,['Unknown Important Individual'],11.27,88.82,['Unknown']
NA4,33,6,Hechi,China,3991900,,Large City,Industrial,Mining,,,['Unknown Important Individual'],19.49,80.48,['Unknown']
NA4,33,6,Anshun,China,765313,,City,Military,Educational,Industrial,,['Unknown Important Individual'],17.75,82.26,['Unknown']
NA4,33,6,Zhaotong,China,352831,,City,Industrial,Mining,,,['Unknown Important Individual'],25.26,74.72,['Unknown']
NA4,33,6,Bijie,China,6536370,,Large City,Mining,,,,['Unknown Important Individual'],24.26,72.26,['Unknown']
NA4,33,6,Qiannan,China,832714,,City,,,,,['Unknown Important Individual'],24.05,75.93,['Unknown']
NA5,33,6,Nanning,China,4417600,,Large City,Industrial,Mining,Resort,Educational,['Unknown Important Individual'],22.49,77.48,['Unknown']
NA5,33,6,Chongzhou,China,2347700,,Large City,Industrial,Resort,,,['Unknown Important Individual'],29.71,70.72,['Unknown']
NA6,33,6,Qinzhou,China,1296300,,City,Seaport,Industrial,,,['Unknown Important Individual'],20.93,79.48,['Unknown']
NG2,33,6,Datong,China,1790452,,Large City,Mining,Educational,Resort,Industrial,['Unknown Important Individual'],21.23,78.76,['Unknown']
NG2,33,6,Baotou,China,2261089,,Large City,Mining,Industrial,,,['Unknown Important Individual'],10.63,89.63,['Unknown']
NG2,33,6,Hohhot,China,2944889,,Large City,Educational,Industrial,,,['Unknown Important Individual'],10.36,89.36,['Unknown']
NG2,33,6,Xinzhou,China,578000,,City,Resort,Educational,,,['Unknown Important Individual'],10.46,89.54,['Unknown']
NG2,33,6,Ulanqab,China,425059,,City,,,,,['Unknown Important Individual'],10.63,89.63,['Unknown']
NG3,33,6,Zhengzhou,China,6353285,,Large City,Industrial,Mining,Educational,Military,['Unknown Important Individual'],22.73,77.26,['Unknown']
NG3,33,6,Yuncheng,China,928334,,City,,,,,['Unknown Important Individual'],20.26,79.73,['Unknown']
NG3,33,6,Yan'An,China,2255700,,Large City,,,,,['Unknown Important Individual'],17.25,82.75,['Unknown']
NG3,33,6,Linfen,China,959198,,City,Industrial,Mining,Resort,,['Unknown Important Individual'],10.63,89.3,['Unknown']
NG3,33,6,Xi'an,China,11904805,,Mega City ,Company,Educational,Industrial,Resort,['Unknown Important Individual'],18.73,81.26,['Unknown']
NG4,33,6,Yichang,China,1698400,,City,Industrial,Resort,,,['Unknown Important Individual'],25.26,74.26,['Unknown']
NG4,33,6,Nanyang,China,1902000,,Large City,Temple,Industrial,Educational,,['Unknown Important Individual'],25.26,74.26,['Unknown']
NG4,33,6,Shiyan,China,1326275,,City,Industrial,Educational,,,['Unknown Important Individual'],21.27,78.26,['Unknown']
NG4,33,6,Xianyang,China,945420,,City,Educational,,,,['Unknown Important Individual'],14.67,85.33,['Unknown']
NG5,33,6,Changsha,China,5498400,,Large City,Political,Company,Educational,,['Unknown Important Individual'],20.71,79.26,['Unknown']
NG5,33,6,Chenzhou,China,960000,,City,Industrial,Mining,Political,Resort,['Unknown Important Individual'],27.26,72.72,['Unknown']
NG5,33,6,Hengyang,China,1453000,,City,Mining,Resort,Political,Industrial,['Unknown Important Individual'],30.26,69.26,['Unknown']
NG5,33,6,Huaihua,China,623800,,City,Mining,Industrial,,,['Unknown Important Individual'],21.27,78.72,['Unknown']
NG5,33,6,Guilin,China,1572300,,City,Industrial,,,,['Unknown Important Individual'],18.05,81.93,['Unknown']
NG6,33,6,Guangzhou,China,16492590,,Mega City ,Educational,Temple,Industrial,Resort,['Unknown Important Individual'],37.27,62.27,['Unknown']
NG6,33,6,Haikou,China,2250000,,Large City,Seaport,Resort,Industrial,Educational,['Unknown Important Individual'],17.27,82.26,['Unknown']
NG6,33,6,Zhanjiang,China,1931455,,City,Military,Industrial,Seaport,Industrial,['Unknown Important Individual'],29.37,70.72,['Unknown']
NG6,33,6,Guigang,China,1493874,,City,Industrial,,,,['Unknown Important Individual'],28.51,71.48,['Unknown']
NG6,33,6,Maoming,China,2539148,,Large City,Industrial,Industrial,,,['Unknown Important Individual'],25.51,74.48,['Unknown']
NG7,33,6,Sanya,China,644727,,City,Seaport,Educational,Resort,,['Unknown Important Individual'],24.26,75.26,['Unknown']
NM2,33,6, Xilin Gol,China,1028022,,City,Educational,,,,['Unknown Important Individual'],26.53,73.45,['Unknown']
NM2,33,6,Chifeng,China,1460381,,City,Industrial,Mining,Educational,Company,['Unknown Important Individual'],18.53,81.45,['Unknown']
NM3,33,6,Beijing,China,21893096,,Mega City ,Political,Educational,Company,Military,['Unknown Important Individual'],33.27,66.72,['Unknown']
NM3,33,6,Baoding,China,1976000,,Large City,Industrial,Company,Military,,['Unknown Important Individual'],30.26,66.72,['Unknown']
NM3,33,6,Shijiazhuang,China,4098243,,Large City,Military,Industrial,Educational,,['Unknown Important Individual'],24.27,75.7,['Unknown']
NM3,33,6,Tianjin,China,12491300,,Mega City ,Industrial,Company,Resort,Temple,['Unknown Important Individual'],33.63,66.36,['Unknown']
NM3,33,6,Cangzhou,China,748000,,City,Political,Industrial,Educational,,['Unknown Important Individual'],10.63,89.45,['Unknown']
NM4,33,6,Jinan,China,4335989,,Large City,Company,Educational,Resort,,['Unknown Important Individual'],14.73,85.26,['Unknown']
NM4,33,6,Linyi,China,2303648,,Large City,Industrial,,,,['Unknown Important Individual'],29.41,70.58,['Unknown']
NM4,33,6,Shangqiu,China,1536392,,City,Resort,Educational,Political,Industrial,['Unknown Important Individual'],24.51,75.48,['Unknown']
NM4,33,6,Xuzhou,China,3053778,,City,Industrial,Educational,Mining,Military,['Unknown Important Individual'],24.62,75.36,['Unknown']
NM5,33,6, Wuhan,China,11936010,,Mega City ,Educational,Industrial,Political,,['Unknown Important Individual'],23,77,['Unknown']
NM5,33,6,Hefei,China,6173000,,Large City,Industrial,Company,Educational,,['Unknown Important Individual'],12.23,87.66,['Unknown']
NM5,33,6,Nanjing,China,6525000,,Large City,Industrial,Company,Educational,Resort,['Unknown Important Individual'],12.44,87.55,['Unknown']
NM5,33,6,Jiujiang,China,2814240,,Large City,Industrial,Educational,Resort,,['Unknown Important Individual'],26.24,73.75,['Unknown']
NM5,33,6,Suzhou,China,4330000,,Large City,Educational,Company,Resort,Industrial,['Unknown Important Individual'],12.27,87.72,['Unknown']
NM6,33,6,Nanchang,China,3576547,,Large City,Industrial,Educational,,,['Unknown Important Individual'],23.26,76.26,['Unknown']
NM6,33,6,Quanzhou,China,6107475,,Large City,Temple,Industrial,Educational,,['Unknown Important Individual'],30.26,69.26,['Unknown']
NM6,33,6,Ji'an,China,538699,,City,Educational,,,,['Unknown Important Individual'],20.6,79.48,['Unknown']
NM6,33,6,Xinyu,China,839487,,City,Resort,Educational,,,['Unknown Important Individual'],27.26,82.73,['Unknown']
NM7,33,6,Xiamen,China,4617251,,Large City,Industrial,Military,Educational,Resort,['Unknown Important Individual'],24.49,75.48,['Unknown']
NM7,33,6,Shantou,China,4312192,,Large City,Industrial,Educational,Resort,,['Unknown Important Individual'],27.73,72.26,['Unknown']
NM7,33,6,Jieyang,China,741674,,City,Industrial,,,,['Unknown Important Individual'],20.27,79.72,['Unknown']
NS1,33,6,Hulunbui,China,356000,,City,,,,,['Unknown Important Individual'],10.63,89.63,['Unknown']
NS2,33,6,Baicheng,China,332826,,City,Industrial,,,,['Unknown Important Individual'],10.73,89.26,['Unknown']
NS2,33,6,Hinggan,China,1613250,,City,,,,,['Unknown Important Individual'],14.27,85.72,['Unknown']
NS2,33,6,Qiqihar,China,1000,,Small Town ,Industrial,Educational,Company,Resort,['Unknown Important Individual'],19.7,80.22,['Unknown']
NS3,33,6,Shenyang,China,5119100,,City,Educational,Resort,Industrial,Military,['Unknown Important Individual'],22.73,77.26,['Unknown']
NS3,33,6,Tieling,China,434799,,City,Mining,,,,['Unknown Important Individual'],20.58,79.41,['Unknown']
NS3,33,6,Tongliao,China,921808,,City,Educational,,,,['Unknown Important Individual'],19.69,80.27,['Unknown']
NS3,33,6,Fuxin,China,759100,,City,Industrial,Educational,Mining,,['Unknown Important Individual'],17.73,82.26,['Unknown']
NS4,33,6,Huludao,China,724800,,City,Industrial,Mining,Educational,Resort,['Unknown Important Individual'],19.33,80.69,['Unknown']
NS4,33,6,Jinzhou,China,1091799,,City,Military,Resort,Educational,Company,['Unknown Important Individual'],29.73,70.26,['Unknown']
NS4,33,6,Qinhuangdao,China,1546743,,City,Seaport,Resort,Educational,,['Unknown Important Individual'],12.49,87.5,['Unknown']
NS5,33,6,Qingdao,China,5764384,,Large City,Industrial,Resort,Educational,,['Unknown Important Individual'],10.27,89.36,['Unknown']
NS5,33,6,Weifang,China,2659938,,Large City,Military,Industrial,Educational,,['Unknown Important Individual'],10.71,89.37,['Unknown']
NS5,33,6,Yantai,China,2511053,,Large City,Industrial,Educational,Seaport,Resort,['Unknown Important Individual'],10.63,89.63,['Unknown']
NS5,33,6,Lianyungang,China,2001009,,Large City,Resort,Industrial,Seaport,Company,['Unknown Important Individual'],10.27,89.72,['Unknown']
NS6,33,6,Nantong,China,3180924,,Large City,Educational,Industrial,Resort,,['Unknown Important Individual'],12.73,87.26,['Unknown']
NS6,33,6,Shanghai,China,24870896,,Mega City ,Educational,Political,Seaport,Company,['Unknown Important Individual'],34.27,65.72,['Unknown']
NS6,33,6,Suzhou,China,12748252,,Mega City ,Temple,Industrial,Educational,Company,['Unknown Important Individual'],12.71,87.72,['Unknown']
NS6,33,6,Hangzhou,China,11936010,,Mega City ,Political,Industrial,Educational,Resort,['Unknown Important Individual'],18.27,81.72,['Unknown']
NS7,33,6,Taizhou,China,6662888,,Large City,Educational,Industrial,,,['Unknown Important Individual'],28.27,71.72,['Unknown']
NS7,33,6,Wenzhou,China,6642592,,Large City,Educational,Industrial,Company,Seaport,['Unknown Important Individual'],17.73,82.26,['Unknown']
NY1,33,6,Da Hinggan Ling,China,520000,,City,,,,,['Unknown Important Individual'],14.49,85.05,['Unknown']
NY3,33,6,Harbin,China,5282093,,Large City,Educational,Industrial,Military,Resort,['Unknown Important Individual'],22.73,77.26,['Unknown']
NY3,33,6,Suihua,China,698025,,City,Industrial,,,,['Unknown Important Individual'],16.51,83.48,['Unknown']
NY3,33,6,Daqing,China,1574389,,City,Company,Industrial,,,['Unknown Important Individual'],14.49,85.5,['Unknown']
NY3,33,6,Yichun,China,598000,,City,Industrial,,,,['Unknown Important Individual'],10.84,89.14,['Unknown']
NY4,33,6,Changchun,China,3815270,,Large City,Educational,Military,Company,,['Unknown Important Individual'],26.73,73.26,['Unknown']
NY4,33,6,Siping,China,680600,,City,Industrial,,,,['Unknown Important Individual'],11.44,88.63,['Unknown']
NY4,33,6,Songyuan,China,2881082,,Large City,Industrial,,,,['Unknown Important Individual'],17.8,82.18,['Unknown']
NY4,33,6,Jilin,China,24073452,,Mega City ,Resort,Educational,Company,Political,['Unknown Important Individual'],27.53,72.45,['Unknown']
OE4,33,6,Jiamusi,China,726622,,City,Educational,Industrial,,,['Unknown Important Individual'],27.86,74.51,['Unknown']
OE4,33,6,Qitaihe ,China,920419,,City,Industrial,Mining,,,['Unknown Important Individual'],19.71,80.27,['Unknown']
OE4,33,6,Shuangyashan,China,1462626,,City,Industrial,Mining,,,['Unknown Important Individual'],20.51,79.48,['Unknown']
OE5,33,6,Yanbian,China,2271600,,Mega City ,Educational,Resort,,,['Unknown Important Individual'],27.73,72.26,['Unknown']
OE5,33,6,Jixi,China,683232,,City,Industrial,Resort,Mining,,['Unknown Important Individual'],25.51,74.48,['Unknown']
OE5,33,6,Mudanjiang,China,930015,,City,Industrial,Educational,,,['Unknown Important Individual'],24.46,75.52,['Unknown']
